Image,Garbage_category
plastic/plastic810.jpg,plastic
trash/trash190.jpg,trash
cardboard/cardboard142.jpg,cardboard
plastic/plastic426.jpg,plastic
clothes/clothes2329.jpg,clothes
clothes/clothes37.jpg,clothes
shoes/shoes45.jpg,shoes
clothes/clothes1647.jpg,clothes
paper/paper844.jpg,paper
shoes/shoes747.jpg,shoes
clothes/clothes4460.jpg,clothes
clothes/clothes2293.jpg,clothes
trash/trash204.jpg,trash
clothes/clothes3475.jpg,clothes
shoes/shoes1625.jpg,shoes
clothes/clothes4396.jpg,clothes
battery/battery224.jpg,battery
plastic/plastic535.jpg,plastic
trash/trash621.jpg,trash
plastic/plastic206.jpg,plastic
clothes/clothes5276.jpg,clothes
paper/paper399.jpg,paper
plastic/plastic836.jpg,plastic
paper/paper1012.jpg,paper
clothes/clothes4969.jpg,clothes
paper/paper55.jpg,paper
clothes/clothes475.jpg,clothes
clothes/clothes1296.jpg,clothes
brown-glass/brown-glass595.jpg,brown-glass
clothes/clothes1841.jpg,clothes
brown-glass/brown-glass501.jpg,brown-glass
paper/paper459.jpg,paper
battery/battery781.jpg,battery
brown-glass/brown-glass570.jpg,brown-glass
green-glass/green-glass594.jpg,green-glass
clothes/clothes2299.jpg,clothes
battery/battery683.jpg,battery
clothes/clothes3842.jpg,clothes
battery/battery391.jpg,battery
metal/metal192.jpg,metal
shoes/shoes479.jpg,shoes
paper/paper226.jpg,paper
shoes/shoes1709.jpg,shoes
clothes/clothes288.jpg,clothes
clothes/clothes2961.jpg,clothes
green-glass/green-glass495.jpg,green-glass
clothes/clothes2503.jpg,clothes
shoes/shoes1159.jpg,shoes
clothes/clothes2649.jpg,clothes
metal/metal184.jpg,metal
clothes/clothes3897.jpg,clothes
clothes/clothes791.jpg,clothes
plastic/plastic219.jpg,plastic
clothes/clothes3367.jpg,clothes
paper/paper38.jpg,paper
clothes/clothes1728.jpg,clothes
clothes/clothes860.jpg,clothes
shoes/shoes66.jpg,shoes
paper/paper673.jpg,paper
shoes/shoes752.jpg,shoes
paper/paper426.jpg,paper
biological/biological803.jpg,biological
plastic/plastic361.jpg,plastic
clothes/clothes2428.jpg,clothes
clothes/clothes2292.jpg,clothes
green-glass/green-glass102.jpg,green-glass
clothes/clothes1846.jpg,clothes
shoes/shoes931.jpg,shoes
cardboard/cardboard158.jpg,cardboard
clothes/clothes2564.jpg,clothes
paper/paper199.jpg,paper
clothes/clothes2471.jpg,clothes
plastic/plastic512.jpg,plastic
clothes/clothes5070.jpg,clothes
green-glass/green-glass424.jpg,green-glass
clothes/clothes568.jpg,clothes
metal/metal69.jpg,metal
green-glass/green-glass348.jpg,green-glass
clothes/clothes3233.jpg,clothes
clothes/clothes4382.jpg,clothes
clothes/clothes937.jpg,clothes
clothes/clothes1692.jpg,clothes
paper/paper154.jpg,paper
green-glass/green-glass100.jpg,green-glass
trash/trash121.jpg,trash
cardboard/cardboard135.jpg,cardboard
shoes/shoes535.jpg,shoes
clothes/clothes583.jpg,clothes
biological/biological807.jpg,biological
clothes/clothes4644.jpg,clothes
battery/battery682.jpg,battery
green-glass/green-glass511.jpg,green-glass
clothes/clothes1368.jpg,clothes
clothes/clothes3101.jpg,clothes
clothes/clothes1076.jpg,clothes
cardboard/cardboard428.jpg,cardboard
paper/paper967.jpg,paper
clothes/clothes1416.jpg,clothes
clothes/clothes3326.jpg,clothes
clothes/clothes4866.jpg,clothes
brown-glass/brown-glass423.jpg,brown-glass
trash/trash39.jpg,trash
clothes/clothes1404.jpg,clothes
plastic/plastic251.jpg,plastic
shoes/shoes999.jpg,shoes
green-glass/green-glass558.jpg,green-glass
green-glass/green-glass165.jpg,green-glass
clothes/clothes3634.jpg,clothes
clothes/clothes3398.jpg,clothes
clothes/clothes4160.jpg,clothes
paper/paper260.jpg,paper
biological/biological100.jpg,biological
green-glass/green-glass517.jpg,green-glass
shoes/shoes1920.jpg,shoes
clothes/clothes619.jpg,clothes
shoes/shoes1764.jpg,shoes
biological/biological147.jpg,biological
shoes/shoes274.jpg,shoes
brown-glass/brown-glass350.jpg,brown-glass
clothes/clothes4196.jpg,clothes
brown-glass/brown-glass312.jpg,brown-glass
clothes/clothes4186.jpg,clothes
biological/biological566.jpg,biological
paper/paper145.jpg,paper
metal/metal332.jpg,metal
cardboard/cardboard761.jpg,cardboard
metal/metal292.jpg,metal
clothes/clothes2928.jpg,clothes
paper/paper117.jpg,paper
cardboard/cardboard347.jpg,cardboard
clothes/clothes2968.jpg,clothes
clothes/clothes4752.jpg,clothes
metal/metal604.jpg,metal
shoes/shoes1744.jpg,shoes
clothes/clothes1054.jpg,clothes
battery/battery526.jpg,battery
plastic/plastic75.jpg,plastic
biological/biological829.jpg,biological
cardboard/cardboard72.jpg,cardboard
clothes/clothes3282.jpg,clothes
clothes/clothes2678.jpg,clothes
shoes/shoes791.jpg,shoes
plastic/plastic846.jpg,plastic
clothes/clothes1641.jpg,clothes
metal/metal274.jpg,metal
clothes/clothes3513.jpg,clothes
clothes/clothes3373.jpg,clothes
battery/battery892.jpg,battery
biological/biological924.jpg,biological
trash/trash254.jpg,trash
shoes/shoes1328.jpg,shoes
biological/biological143.jpg,biological
clothes/clothes641.jpg,clothes
shoes/shoes630.jpg,shoes
clothes/clothes3514.jpg,clothes
green-glass/green-glass394.jpg,green-glass
shoes/shoes1571.jpg,shoes
clothes/clothes1721.jpg,clothes
clothes/clothes4393.jpg,clothes
metal/metal116.jpg,metal
paper/paper909.jpg,paper
clothes/clothes1026.jpg,clothes
battery/battery454.jpg,battery
plastic/plastic50.jpg,plastic
biological/biological979.jpg,biological
paper/paper489.jpg,paper
cardboard/cardboard623.jpg,cardboard
biological/biological764.jpg,biological
battery/battery262.jpg,battery
plastic/plastic537.jpg,plastic
plastic/plastic591.jpg,plastic
clothes/clothes1318.jpg,clothes
plastic/plastic237.jpg,plastic
paper/paper779.jpg,paper
cardboard/cardboard231.jpg,cardboard
paper/paper852.jpg,paper
shoes/shoes220.jpg,shoes
biological/biological837.jpg,biological
clothes/clothes1102.jpg,clothes
clothes/clothes305.jpg,clothes
shoes/shoes606.jpg,shoes
cardboard/cardboard127.jpg,cardboard
battery/battery469.jpg,battery
metal/metal574.jpg,metal
paper/paper574.jpg,paper
paper/paper351.jpg,paper
trash/trash202.jpg,trash
paper/paper173.jpg,paper
cardboard/cardboard243.jpg,cardboard
paper/paper841.jpg,paper
clothes/clothes584.jpg,clothes
trash/trash169.jpg,trash
paper/paper817.jpg,paper
cardboard/cardboard391.jpg,cardboard
clothes/clothes3792.jpg,clothes
paper/paper172.jpg,paper
clothes/clothes5314.jpg,clothes
paper/paper854.jpg,paper
cardboard/cardboard698.jpg,cardboard
battery/battery628.jpg,battery
clothes/clothes4478.jpg,clothes
shoes/shoes249.jpg,shoes
shoes/shoes1723.jpg,shoes
clothes/clothes2834.jpg,clothes
shoes/shoes1771.jpg,shoes
clothes/clothes2123.jpg,clothes
clothes/clothes4096.jpg,clothes
trash/trash162.jpg,trash
shoes/shoes1296.jpg,shoes
shoes/shoes332.jpg,shoes
clothes/clothes4330.jpg,clothes
clothes/clothes177.jpg,clothes
clothes/clothes1874.jpg,clothes
clothes/clothes2065.jpg,clothes
shoes/shoes1789.jpg,shoes
clothes/clothes466.jpg,clothes
cardboard/cardboard561.jpg,cardboard
clothes/clothes2549.jpg,clothes
shoes/shoes474.jpg,shoes
biological/biological168.jpg,biological
clothes/clothes1577.jpg,clothes
plastic/plastic600.jpg,plastic
battery/battery811.jpg,battery
paper/paper494.jpg,paper
metal/metal109.jpg,metal
clothes/clothes4523.jpg,clothes
clothes/clothes4182.jpg,clothes
shoes/shoes1144.jpg,shoes
clothes/clothes1374.jpg,clothes
battery/battery199.jpg,battery
paper/paper337.jpg,paper
clothes/clothes2933.jpg,clothes
clothes/clothes5287.jpg,clothes
biological/biological687.jpg,biological
biological/biological796.jpg,biological
battery/battery153.jpg,battery
clothes/clothes3735.jpg,clothes
clothes/clothes4395.jpg,clothes
paper/paper33.jpg,paper
metal/metal516.jpg,metal
battery/battery400.jpg,battery
cardboard/cardboard325.jpg,cardboard
trash/trash666.jpg,trash
clothes/clothes3716.jpg,clothes
brown-glass/brown-glass445.jpg,brown-glass
clothes/clothes4263.jpg,clothes
clothes/clothes3339.jpg,clothes
clothes/clothes2466.jpg,clothes
shoes/shoes1012.jpg,shoes
clothes/clothes1566.jpg,clothes
brown-glass/brown-glass607.jpg,brown-glass
clothes/clothes1535.jpg,clothes
shoes/shoes107.jpg,shoes
paper/paper224.jpg,paper
plastic/plastic590.jpg,plastic
paper/paper964.jpg,paper
trash/trash171.jpg,trash
plastic/plastic859.jpg,plastic
shoes/shoes1649.jpg,shoes
battery/battery478.jpg,battery
clothes/clothes4742.jpg,clothes
cardboard/cardboard172.jpg,cardboard
clothes/clothes2321.jpg,clothes
clothes/clothes439.jpg,clothes
shoes/shoes1536.jpg,shoes
clothes/clothes1744.jpg,clothes
clothes/clothes130.jpg,clothes
biological/biological148.jpg,biological
clothes/clothes1858.jpg,clothes
paper/paper275.jpg,paper
clothes/clothes2244.jpg,clothes
shoes/shoes1229.jpg,shoes
clothes/clothes273.jpg,clothes
shoes/shoes1239.jpg,shoes
clothes/clothes5245.jpg,clothes
brown-glass/brown-glass544.jpg,brown-glass
green-glass/green-glass584.jpg,green-glass
biological/biological744.jpg,biological
clothes/clothes544.jpg,clothes
clothes/clothes4455.jpg,clothes
clothes/clothes2077.jpg,clothes
clothes/clothes1890.jpg,clothes
paper/paper711.jpg,paper
biological/biological387.jpg,biological
biological/biological801.jpg,biological
clothes/clothes4824.jpg,clothes
metal/metal588.jpg,metal
brown-glass/brown-glass459.jpg,brown-glass
clothes/clothes3461.jpg,clothes
clothes/clothes3402.jpg,clothes
trash/trash288.jpg,trash
shoes/shoes218.jpg,shoes
clothes/clothes3624.jpg,clothes
biological/biological887.jpg,biological
clothes/clothes3915.jpg,clothes
clothes/clothes1642.jpg,clothes
clothes/clothes4880.jpg,clothes
battery/battery312.jpg,battery
clothes/clothes1501.jpg,clothes
shoes/shoes904.jpg,shoes
shoes/shoes163.jpg,shoes
trash/trash430.jpg,trash
shoes/shoes1433.jpg,shoes
biological/biological852.jpg,biological
metal/metal458.jpg,metal
clothes/clothes4727.jpg,clothes
clothes/clothes4990.jpg,clothes
clothes/clothes3810.jpg,clothes
clothes/clothes1218.jpg,clothes
shoes/shoes178.jpg,shoes
clothes/clothes4348.jpg,clothes
clothes/clothes3601.jpg,clothes
clothes/clothes2432.jpg,clothes
clothes/clothes3213.jpg,clothes
clothes/clothes926.jpg,clothes
cardboard/cardboard194.jpg,cardboard
metal/metal264.jpg,metal
plastic/plastic724.jpg,plastic
biological/biological649.jpg,biological
biological/biological598.jpg,biological
clothes/clothes1463.jpg,clothes
green-glass/green-glass447.jpg,green-glass
clothes/clothes3878.jpg,clothes
clothes/clothes307.jpg,clothes
shoes/shoes1422.jpg,shoes
clothes/clothes59.jpg,clothes
shoes/shoes408.jpg,shoes
trash/trash587.jpg,trash
trash/trash65.jpg,trash
clothes/clothes417.jpg,clothes
clothes/clothes2599.jpg,clothes
plastic/plastic799.jpg,plastic
clothes/clothes5074.jpg,clothes
biological/biological103.jpg,biological
clothes/clothes3408.jpg,clothes
battery/battery656.jpg,battery
shoes/shoes444.jpg,shoes
biological/biological883.jpg,biological
trash/trash384.jpg,trash
brown-glass/brown-glass90.jpg,brown-glass
trash/trash277.jpg,trash
biological/biological915.jpg,biological
metal/metal224.jpg,metal
metal/metal180.jpg,metal
clothes/clothes3039.jpg,clothes
shoes/shoes702.jpg,shoes
clothes/clothes970.jpg,clothes
clothes/clothes5172.jpg,clothes
clothes/clothes4022.jpg,clothes
biological/biological972.jpg,biological
clothes/clothes908.jpg,clothes
biological/biological172.jpg,biological
clothes/clothes5211.jpg,clothes
shoes/shoes1849.jpg,shoes
battery/battery443.jpg,battery
shoes/shoes685.jpg,shoes
clothes/clothes2592.jpg,clothes
clothes/clothes4247.jpg,clothes
clothes/clothes122.jpg,clothes
cardboard/cardboard569.jpg,cardboard
trash/trash390.jpg,trash
brown-glass/brown-glass426.jpg,brown-glass
plastic/plastic679.jpg,plastic
paper/paper709.jpg,paper
clothes/clothes1741.jpg,clothes
clothes/clothes4932.jpg,clothes
biological/biological927.jpg,biological
shoes/shoes512.jpg,shoes
biological/biological16.jpg,biological
green-glass/green-glass120.jpg,green-glass
battery/battery906.jpg,battery
clothes/clothes3756.jpg,clothes
clothes/clothes2769.jpg,clothes
shoes/shoes402.jpg,shoes
clothes/clothes3256.jpg,clothes
metal/metal603.jpg,metal
clothes/clothes370.jpg,clothes
clothes/clothes1237.jpg,clothes
clothes/clothes186.jpg,clothes
green-glass/green-glass296.jpg,green-glass
paper/paper456.jpg,paper
battery/battery194.jpg,battery
shoes/shoes937.jpg,shoes
paper/paper266.jpg,paper
metal/metal136.jpg,metal
clothes/clothes2781.jpg,clothes
clothes/clothes3944.jpg,clothes
cardboard/cardboard487.jpg,cardboard
battery/battery215.jpg,battery
metal/metal486.jpg,metal
shoes/shoes335.jpg,shoes
clothes/clothes3719.jpg,clothes
cardboard/cardboard571.jpg,cardboard
shoes/shoes1197.jpg,shoes
clothes/clothes840.jpg,clothes
plastic/plastic484.jpg,plastic
metal/metal19.jpg,metal
green-glass/green-glass600.jpg,green-glass
clothes/clothes4229.jpg,clothes
plastic/plastic795.jpg,plastic
clothes/clothes1063.jpg,clothes
trash/trash408.jpg,trash
clothes/clothes1573.jpg,clothes
cardboard/cardboard806.jpg,cardboard
clothes/clothes3100.jpg,clothes
clothes/clothes2168.jpg,clothes
shoes/shoes800.jpg,shoes
cardboard/cardboard91.jpg,cardboard
brown-glass/brown-glass279.jpg,brown-glass
biological/biological874.jpg,biological
clothes/clothes4175.jpg,clothes
trash/trash263.jpg,trash
plastic/plastic792.jpg,plastic
shoes/shoes1042.jpg,shoes
cardboard/cardboard754.jpg,cardboard
green-glass/green-glass228.jpg,green-glass
battery/battery166.jpg,battery
cardboard/cardboard493.jpg,cardboard
clothes/clothes2353.jpg,clothes
biological/biological943.jpg,biological
battery/battery20.jpg,battery
brown-glass/brown-glass91.jpg,brown-glass
shoes/shoes1562.jpg,shoes
shoes/shoes301.jpg,shoes
clothes/clothes2572.jpg,clothes
metal/metal683.jpg,metal
green-glass/green-glass462.jpg,green-glass
shoes/shoes1897.jpg,shoes
clothes/clothes4530.jpg,clothes
paper/paper908.jpg,paper
clothes/clothes3260.jpg,clothes
paper/paper966.jpg,paper
battery/battery917.jpg,battery
green-glass/green-glass343.jpg,green-glass
metal/metal316.jpg,metal
battery/battery360.jpg,battery
clothes/clothes2361.jpg,clothes
shoes/shoes339.jpg,shoes
clothes/clothes550.jpg,clothes
clothes/clothes4509.jpg,clothes
biological/biological32.jpg,biological
cardboard/cardboard301.jpg,cardboard
biological/biological422.jpg,biological
green-glass/green-glass237.jpg,green-glass
clothes/clothes3661.jpg,clothes
cardboard/cardboard693.jpg,cardboard
clothes/clothes5155.jpg,clothes
shoes/shoes253.jpg,shoes
shoes/shoes1160.jpg,shoes
paper/paper165.jpg,paper
cardboard/cardboard669.jpg,cardboard
biological/biological475.jpg,biological
clothes/clothes3549.jpg,clothes
cardboard/cardboard883.jpg,cardboard
brown-glass/brown-glass483.jpg,brown-glass
clothes/clothes3055.jpg,clothes
battery/battery933.jpg,battery
cardboard/cardboard311.jpg,cardboard
clothes/clothes1737.jpg,clothes
clothes/clothes1750.jpg,clothes
clothes/clothes778.jpg,clothes
biological/biological557.jpg,biological
metal/metal741.jpg,metal
shoes/shoes1908.jpg,shoes
metal/metal272.jpg,metal
biological/biological809.jpg,biological
clothes/clothes3733.jpg,clothes
clothes/clothes1644.jpg,clothes
plastic/plastic44.jpg,plastic
clothes/clothes2594.jpg,clothes
clothes/clothes2151.jpg,clothes
clothes/clothes143.jpg,clothes
clothes/clothes3995.jpg,clothes
shoes/shoes1055.jpg,shoes
cardboard/cardboard496.jpg,cardboard
clothes/clothes2334.jpg,clothes
shoes/shoes1549.jpg,shoes
green-glass/green-glass481.jpg,green-glass
shoes/shoes1589.jpg,shoes
plastic/plastic506.jpg,plastic
green-glass/green-glass392.jpg,green-glass
clothes/clothes483.jpg,clothes
clothes/clothes1749.jpg,clothes
green-glass/green-glass402.jpg,green-glass
biological/biological876.jpg,biological
clothes/clothes4440.jpg,clothes
battery/battery273.jpg,battery
clothes/clothes1752.jpg,clothes
shoes/shoes1185.jpg,shoes
clothes/clothes4210.jpg,clothes
clothes/clothes4695.jpg,clothes
shoes/shoes1211.jpg,shoes
metal/metal18.jpg,metal
clothes/clothes3202.jpg,clothes
shoes/shoes545.jpg,shoes
green-glass/green-glass312.jpg,green-glass
paper/paper1007.jpg,paper
clothes/clothes3884.jpg,clothes
metal/metal742.jpg,metal
clothes/clothes4489.jpg,clothes
shoes/shoes844.jpg,shoes
biological/biological984.jpg,biological
brown-glass/brown-glass260.jpg,brown-glass
battery/battery537.jpg,battery
shoes/shoes443.jpg,shoes
brown-glass/brown-glass213.jpg,brown-glass
battery/battery458.jpg,battery
cardboard/cardboard740.jpg,cardboard
trash/trash170.jpg,trash
shoes/shoes638.jpg,shoes
cardboard/cardboard686.jpg,cardboard
clothes/clothes4442.jpg,clothes
green-glass/green-glass64.jpg,green-glass
clothes/clothes2156.jpg,clothes
plastic/plastic279.jpg,plastic
shoes/shoes867.jpg,shoes
biological/biological811.jpg,biological
shoes/shoes1838.jpg,shoes
battery/battery393.jpg,battery
clothes/clothes3816.jpg,clothes
plastic/plastic390.jpg,plastic
metal/metal286.jpg,metal
shoes/shoes1033.jpg,shoes
clothes/clothes4060.jpg,clothes
shoes/shoes818.jpg,shoes
biological/biological132.jpg,biological
cardboard/cardboard875.jpg,cardboard
metal/metal473.jpg,metal
shoes/shoes1707.jpg,shoes
clothes/clothes3739.jpg,clothes
shoes/shoes1826.jpg,shoes
clothes/clothes1558.jpg,clothes
plastic/plastic276.jpg,plastic
battery/battery733.jpg,battery
metal/metal298.jpg,metal
battery/battery860.jpg,battery
clothes/clothes1574.jpg,clothes
plastic/plastic114.jpg,plastic
shoes/shoes1488.jpg,shoes
cardboard/cardboard554.jpg,cardboard
biological/biological872.jpg,biological
clothes/clothes955.jpg,clothes
clothes/clothes2451.jpg,clothes
clothes/clothes847.jpg,clothes
trash/trash81.jpg,trash
clothes/clothes5090.jpg,clothes
paper/paper233.jpg,paper
clothes/clothes2009.jpg,clothes
clothes/clothes184.jpg,clothes
clothes/clothes219.jpg,clothes
trash/trash539.jpg,trash
shoes/shoes1617.jpg,shoes
plastic/plastic48.jpg,plastic
metal/metal489.jpg,metal
cardboard/cardboard46.jpg,cardboard
shoes/shoes1073.jpg,shoes
shoes/shoes1246.jpg,shoes
clothes/clothes4673.jpg,clothes
clothes/clothes366.jpg,clothes
green-glass/green-glass181.jpg,green-glass
clothes/clothes4528.jpg,clothes
paper/paper996.jpg,paper
green-glass/green-glass382.jpg,green-glass
biological/biological511.jpg,biological
shoes/shoes1930.jpg,shoes
battery/battery137.jpg,battery
trash/trash381.jpg,trash
clothes/clothes1030.jpg,clothes
clothes/clothes1543.jpg,clothes
biological/biological806.jpg,biological
cardboard/cardboard661.jpg,cardboard
biological/biological419.jpg,biological
shoes/shoes67.jpg,shoes
green-glass/green-glass95.jpg,green-glass
plastic/plastic408.jpg,plastic
shoes/shoes197.jpg,shoes
metal/metal750.jpg,metal
battery/battery731.jpg,battery
paper/paper458.jpg,paper
clothes/clothes949.jpg,clothes
brown-glass/brown-glass493.jpg,brown-glass
trash/trash470.jpg,trash
plastic/plastic732.jpg,plastic
clothes/clothes2794.jpg,clothes
paper/paper127.jpg,paper
shoes/shoes142.jpg,shoes
shoes/shoes1068.jpg,shoes
clothes/clothes3426.jpg,clothes
clothes/clothes47.jpg,clothes
clothes/clothes1678.jpg,clothes
clothes/clothes4323.jpg,clothes
shoes/shoes506.jpg,shoes
battery/battery852.jpg,battery
paper/paper457.jpg,paper
shoes/shoes181.jpg,shoes
clothes/clothes4740.jpg,clothes
clothes/clothes1306.jpg,clothes
green-glass/green-glass119.jpg,green-glass
clothes/clothes4960.jpg,clothes
clothes/clothes2323.jpg,clothes
clothes/clothes5161.jpg,clothes
clothes/clothes2747.jpg,clothes
clothes/clothes4110.jpg,clothes
shoes/shoes1925.jpg,shoes
metal/metal334.jpg,metal
biological/biological482.jpg,biological
metal/metal691.jpg,metal
biological/biological791.jpg,biological
paper/paper672.jpg,paper
clothes/clothes3705.jpg,clothes
paper/paper63.jpg,paper
shoes/shoes271.jpg,shoes
shoes/shoes1056.jpg,shoes
clothes/clothes4498.jpg,clothes
clothes/clothes2110.jpg,clothes
paper/paper566.jpg,paper
clothes/clothes3890.jpg,clothes
clothes/clothes3417.jpg,clothes
battery/battery643.jpg,battery
paper/paper436.jpg,paper
plastic/plastic149.jpg,plastic
clothes/clothes2935.jpg,clothes
clothes/clothes365.jpg,clothes
shoes/shoes309.jpg,shoes
metal/metal17.jpg,metal
plastic/plastic195.jpg,plastic
shoes/shoes1665.jpg,shoes
plastic/plastic621.jpg,plastic
plastic/plastic787.jpg,plastic
shoes/shoes216.jpg,shoes
clothes/clothes1371.jpg,clothes
paper/paper203.jpg,paper
clothes/clothes4298.jpg,clothes
clothes/clothes92.jpg,clothes
biological/biological79.jpg,biological
biological/biological640.jpg,biological
shoes/shoes1168.jpg,shoes
green-glass/green-glass1.jpg,green-glass
paper/paper719.jpg,paper
battery/battery856.jpg,battery
clothes/clothes5215.jpg,clothes
clothes/clothes5129.jpg,clothes
clothes/clothes3896.jpg,clothes
clothes/clothes1820.jpg,clothes
clothes/clothes4031.jpg,clothes
biological/biological680.jpg,biological
paper/paper328.jpg,paper
battery/battery530.jpg,battery
biological/biological980.jpg,biological
clothes/clothes4405.jpg,clothes
clothes/clothes3047.jpg,clothes
paper/paper65.jpg,paper
paper/paper213.jpg,paper
metal/metal447.jpg,metal
clothes/clothes140.jpg,clothes
plastic/plastic416.jpg,plastic
cardboard/cardboard756.jpg,cardboard
trash/trash199.jpg,trash
clothes/clothes2465.jpg,clothes
paper/paper100.jpg,paper
plastic/plastic837.jpg,plastic
clothes/clothes1772.jpg,clothes
clothes/clothes3783.jpg,clothes
biological/biological271.jpg,biological
clothes/clothes2316.jpg,clothes
clothes/clothes361.jpg,clothes
paper/paper342.jpg,paper
clothes/clothes5231.jpg,clothes
battery/battery81.jpg,battery
cardboard/cardboard709.jpg,cardboard
paper/paper265.jpg,paper
brown-glass/brown-glass325.jpg,brown-glass
battery/battery43.jpg,battery
metal/metal460.jpg,metal
clothes/clothes4562.jpg,clothes
plastic/plastic558.jpg,plastic
metal/metal211.jpg,metal
clothes/clothes2175.jpg,clothes
cardboard/cardboard625.jpg,cardboard
clothes/clothes1349.jpg,clothes
plastic/plastic748.jpg,plastic
clothes/clothes592.jpg,clothes
paper/paper926.jpg,paper
clothes/clothes2312.jpg,clothes
metal/metal584.jpg,metal
clothes/clothes3152.jpg,clothes
clothes/clothes2017.jpg,clothes
shoes/shoes1493.jpg,shoes
paper/paper189.jpg,paper
metal/metal217.jpg,metal
clothes/clothes2107.jpg,clothes
trash/trash253.jpg,trash
shoes/shoes1435.jpg,shoes
brown-glass/brown-glass132.jpg,brown-glass
plastic/plastic692.jpg,plastic
paper/paper371.jpg,paper
clothes/clothes1635.jpg,clothes
plastic/plastic822.jpg,plastic
paper/paper725.jpg,paper
clothes/clothes3455.jpg,clothes
brown-glass/brown-glass19.jpg,brown-glass
biological/biological119.jpg,biological
trash/trash213.jpg,trash
clothes/clothes4385.jpg,clothes
clothes/clothes4934.jpg,clothes
shoes/shoes1944.jpg,shoes
shoes/shoes1298.jpg,shoes
shoes/shoes864.jpg,shoes
shoes/shoes3.jpg,shoes
clothes/clothes3150.jpg,clothes
clothes/clothes2118.jpg,clothes
battery/battery141.jpg,battery
shoes/shoes644.jpg,shoes
trash/trash71.jpg,trash
cardboard/cardboard542.jpg,cardboard
clothes/clothes2535.jpg,clothes
brown-glass/brown-glass515.jpg,brown-glass
biological/biological592.jpg,biological
trash/trash362.jpg,trash
clothes/clothes2081.jpg,clothes
clothes/clothes2055.jpg,clothes
biological/biological616.jpg,biological
shoes/shoes1340.jpg,shoes
clothes/clothes46.jpg,clothes
clothes/clothes658.jpg,clothes
shoes/shoes553.jpg,shoes
brown-glass/brown-glass524.jpg,brown-glass
clothes/clothes107.jpg,clothes
clothes/clothes3265.jpg,clothes
plastic/plastic802.jpg,plastic
green-glass/green-glass190.jpg,green-glass
green-glass/green-glass400.jpg,green-glass
plastic/plastic811.jpg,plastic
shoes/shoes1911.jpg,shoes
clothes/clothes4629.jpg,clothes
clothes/clothes5174.jpg,clothes
paper/paper886.jpg,paper
metal/metal534.jpg,metal
